Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
DeepSpeech_gru_affine_6, 1, 7680, 1, 1, 2560, 3000, 1, 
DeepSpeech_gru_affine_7, 1, 6144, 1, 1, 2048, 3000, 1, 
DeepSpeech_gru_affine_8, 1, 4608, 1, 1, 1536, 3000, 1, 
DeepSpeech_gru_affine_9, 1, 8448, 1, 1, 2816, 3000, 1, 
DeepSpeech_gru_affine_10, 1, 3072, 1, 1, 1024, 3000, 1, 
DeepSpeech_gru_affine_11, 1, 7680, 1, 1, 2560, 6000, 1, 
DeepSpeech_gru_affine_12, 1, 6144, 1, 1, 2048, 6000, 1, 
DeepSpeech_gru_affine_13, 1, 4608, 1, 1, 1536, 6000, 1, 
DeepSpeech_gru_affine_14, 1, 8448, 1, 1, 2816, 6000, 1, 
DeepSpeech_gru_affine_15, 1, 3072, 1, 1, 1024, 6000, 1, 
DeepSpeech_gru_1, 1, 6144, 1, 1, 2048, 1, 1, 
DeepSpeech_gru_2, 1, 4608, 1, 1, 1536, 1, 1, 
DeepSpeech_gru_3, 1, 8448, 1, 1, 2816, 1, 1, 
DeepSpeech_gru_4, 1, 6144, 1, 1, 2048, 2, 1, 
DeepSpeech_gru_5, 1, 4608, 1, 1, 1536, 2, 1, 
DeepSpeech_gru_6, 1, 8448, 1, 1, 2816, 2, 1, 
DeepSpeech_gru_7, 1, 6144, 1, 1, 2048, 4, 1, 
DeepSpeech_gru_8, 1, 4608, 1, 1, 1536, 4, 1, 
DeepSpeech_gru_9, 1, 8448, 1, 1, 2816, 4, 1, 
DeepSpeech_gru_low_rank_1, 1, 128, 1, 1, 1280, 1500, 1, 
DeepSpeech_gru_low_rank_2, 1, 3072, 1, 1, 128, 1500, 1, 
DeepSpeech_gru_low_rank_3, 1, 128, 1, 1, 1024, 1, 1, 
DeepSpeech_gru_low_rank_4, 1, 3072, 1, 1, 128, 1, 1, 
DeepSpeech_gru_low_rank_5, 1, 176, 1, 1, 1408, 1500, 1, 
DeepSpeech_gru_low_rank_6, 1, 4224, 1, 1, 176, 1500, 1, 
DeepSpeech_gru_low_rank_7, 1, 128, 1, 1, 1408, 1, 1, 
DeepSpeech_gru_low_rank_8, 1, 4224, 1, 1, 128, 1, 1, 
DeepSpeech_1, 1, 512, 1, 1, 2816, 1500, 1, 
DeepSpeech_2, 1, 512, 1, 1, 2048, 1500, 1, 
DeepSpeech_3, 1, 512, 1, 1, 2560, 1500, 1, 
DeepSpeech_4, 1, 512, 1, 1, 1530, 1500, 1, 
DeepSpeech_5, 1, 1024, 1, 1, 2816, 1500, 1, 
DeepSpeech_6, 1, 1024, 1, 1, 2048, 1500, 1, 
DeepSpeech_7, 1, 1024, 1, 1, 2560, 1500, 1, 
DeepSpeech_8, 1, 1024, 1, 1, 1530, 1500, 1, 
DeepSpeech_9, 1, 512, 1, 1, 512, 1, 1, 
DeepSpeech_10, 1, 1024, 1, 1, 512, 1, 1, 
DeepSpeech_11, 1, 512, 1, 1, 2816, 3000, 1, 
DeepSpeech_12, 1, 512, 1, 1, 2048, 3000, 1, 
DeepSpeech_13, 1, 512, 1, 1, 2560, 3000, 1, 
DeepSpeech_14, 1, 512, 1, 1, 1530, 3000, 1, 
DeepSpeech_16, 1, 1024, 1, 1, 2816, 3000, 1, 
DeepSpeech_17, 1, 1024, 1, 1, 2048, 3000, 1, 
DeepSpeech_18, 1, 1024, 1, 1, 2560, 3000, 1, 
DeepSpeech_19, 1, 1024, 1, 1, 1530, 3000, 1, 
DeepSpeech_20, 1, 512, 1, 1, 512, 2, 1, 
DeepSpeech_21, 1, 1024, 1, 1, 512, 2, 1, 
DeepSpeech_22, 1, 512, 1, 1, 2816, 6000, 1, 
DeepSpeech_23, 1, 512, 1, 1, 2048, 6000, 1, 
DeepSpeech_24, 1, 512, 1, 1, 2560, 6000, 1, 
DeepSpeech_25, 1, 512, 1, 1, 1530, 6000, 1, 
DeepSpeech_26, 1, 1024, 1, 1, 2816, 6000, 1, 
DeepSpeech_27, 1, 1024, 1, 1, 2048, 6000, 1, 
DeepSpeech_28, 1, 1024, 1, 1, 2560, 6000, 1, 
DeepSpeech_29, 1, 1024, 1, 1, 1530, 6000, 1, 
DeepSpeech_30, 1, 512, 1, 1, 512, 4, 1, 
DeepSpeech_31, 1, 1024, 1, 1, 512, 4, 1, 
